gene_id,gene_name,CPT0019990006,CPT0017440009,CPT0077290006
ENSG00000128591.14,FLNC,25578.6793,9604.1551,72186.3105
ENSG00000128594.6,LRRC4,39490.8891,60507.1292,28612.507
ENSG00000128595.15,CALU,754167.8012,725270.5719,906286.6075
ENSG00000128596.15,CCDC136,6531.2767,12674.7532,9710.9637
ENSG00000128602.8,SMO,96390.6425,121150.9255,92725.2918
ENSG00000128604.17,IRF5,90947.163,123996.2652,106656.7136
ENSG00000128606.11,LRRC17,78977.3477,44218.8616,53738.5677
ENSG00000128607.12,KLHDC10,487312.2383,383137.4308,469586.4645
ENSG00000128609.13,NDUFA5,125738.5969,114239.3017,177431.449
ENSG00000128610.10,FEZF1,0,0,0
ENSG00000128617.2,OPN1SW,25449.2837,35780.7357,31466.481
ENSG00000128626.10,MRPS12,152928.2575,76766.3465,102849.5667
ENSG00000128641.16,MYO1B,529499.5779,434453.3886,381411.0908
ENSG00000128645.12,HOXD1,6340.8228,16546.7031,7143.5068
ENSG00000128652.10,HOXD3,37061.1086,96796.6019,26656.9072
ENSG00000128654.12,MTX2,409436.6359,325638.1001,401106.6954
ENSG00000128655.15,PDE11A,20541.2117,24816.8049,18897.8636
ENSG00000128656.12,CHN1,63209.9363,56058.9506,28276.3477
ENSG00000128683.12,GAD1,4903.6084,1946.467,4057.5339
ENSG00000128692.8,EIF2S2P4,5206.399,6642.2233,1062.0616
ENSG00000128694.10,OSGEPL1,116452.0677,116082.5971,133440.9368
ENSG00000128699.12,ORMDL1,229534.0581,290633.3495,292819.8732
ENSG00000128708.11,HAT1,138996.7961,121460.643,115665.5434
ENSG00000128709.11,HOXD9,105627.7201,407980.4017,49459.1281
ENSG00000128710.5,HOXD10,126660.6769,285169.676,40568.2269
ENSG00000128713.12,HOXD11,45322.8138,15488.0278,5695.8714
ENSG00000128714.5,HOXD13,1270.6093,6366.1828,699.8227
ENSG00000128731.14,HERC2,143367.0067,238715.1677,138519.726
ENSG00000128739.19,SNRPN,377928.5624,268489.0539,441800.1476
ENSG00000128789.19,PSMG2,251541.2627,177403.2833,229192.6331
ENSG00000128791.10,TWSG1,140030.0243,159429.6972,172253.6942
ENSG00000128805.13,ARHGAP22,67052.5039,46777.3187,49611.0989
ENSG00000128815.16,WDFY4,91572.9818,124886.5733,67607.264
ENSG00000128829.10,EIF2AK4,190807.5352,181776.3405,138838.4581
ENSG00000128833.11,MYO5C,46127.9869,114753.9578,45048.7503
ENSG00000128849.10,CGNL1,192328.8549,212622.5212,318116.8016
ENSG00000128872.8,TMOD2,131545.8427,132203.8863,112176.9216
ENSG00000128881.15,TTBK2,106116.9749,126866.9462,105299.7414
ENSG00000128886.10,ELL3,5336.559,2269.4263,1270.0486
ENSG00000128891.14,C15orf57,56870.6379,46720.6758,29848.7442
ENSG00000128908.14,INO80,242739.632,296410.8283,197272.7122
ENSG00000128915.10,ICE2,101224.6242,101652.1537,99317.4171
ENSG00000128917.6,DLL4,530549.549,800070.1061,410617.6264
ENSG00000128918.13,ALDH1A2,13468.2816,7373.8049,3999.9145
ENSG00000128923.9,FAM63B,183763.3795,183771.286,212407.3706
ENSG00000128928.7,IVD,178881.8711,203364.4446,148849.8877
ENSG00000128944.12,KNSTRN,50785.4254,69271.8745,38753.9116
ENSG00000128951.12,DUT,167640.1909,136495.7656,122171.1911
ENSG00000128965.10,CHAC1,5808.4996,5196.8839,8378.8297
ENSG00000128973.10,CLN6,127589.0205,143868.1982,99807.1416
ENSG00000128989.9,ARPP19,494180.1238,556638.3374,613035.3873
ENSG00000129003.14,VPS13C,519628.886,731740.0678,521598.8361
ENSG00000129007.13,CALML4,52539.366,40924.8594,39724.2226
ENSG00000129009.11,ISLR,97180.9169,16461.6633,65536.8729
ENSG00000129028.7,THAP10,19931.4583,21052.5429,18949.7638
ENSG00000129038.14,LOXL1,33023.9632,17317.2309,23993.1885
ENSG00000129048.6,ACKR4,133230.0633,117894.3494,131495.651
ENSG00000129055.11,ANAPC13,250954.7592,252632.3001,289509.2492
ENSG00000129071.8,MBD4,324137.1227,295672.1389,296611.39
ENSG00000129083.11,COPB1,718669.091,765215.756,851269.5656
ENSG00000129084.16,PSMA1,349196.2257,241018.8094,311367.7525
ENSG00000129103.16,SUMF2,366441.1145,422487.2765,429902.6332
ENSG00000129116.16,PALLD,179876.2642,122019.5534,172765.9354
ENSG00000129128.11,SPCS3,379155.3157,485014.0994,549842.8467
ENSG00000129151.7,BBOX1,1165033.202,483733.4383,1210905.359
ENSG00000129152.3,MYOD1,0,0,0
ENSG00000129158.9,SERGEF,151004.4028,156773.1604,195763.8464
ENSG00000129159.6,KCNC1,520.5341,603.7158,530.9229
ENSG00000129167.8,TPH1,15682.7424,5808.6986,6873.007
ENSG00000129170.7,CSRP3,1164.8696,1621.2198,7128.7079
ENSG00000129173.11,E2F8,17461.9772,19662.3811,21709.1541
ENSG00000129187.13,DCTD,299233.2517,270173.9914,331521.3233
ENSG00000129194.6,SOX15,15145.069,10410.6299,7799.0193
ENSG00000129195.14,FAM64A,14114.8803,13049.5848,5182.7702
ENSG00000129197.13,RPAIN,101282.0957,94284.6244,119627.2987
ENSG00000129204.15,USP6,2222.3824,2530.6565,2920.9991
ENSG00000129214.13,SHBG,1731.9461,3615.6819,2384.7914
ENSG00000129219.12,PLD2,140677.867,147450.2413,123898.7814
ENSG00000129221.13,AIPL1,0,0,131.1253
ENSG00000129226.12,CD68,54348.8754,10314.6315,15038.6754
ENSG00000129235.9,TXNDC17,100638.7022,75214.2743,106329.6523
ENSG00000129244.7,ATP1B2,8687.9267,14872.5639,2711.5638
ENSG00000129245.10,FXR2,149701.3022,156810.0635,185800.6947
ENSG00000129250.10,KIF1C,179527.3177,290717.403,255359.7067
ENSG00000129255.13,MPDU1,246061.1267,237670.8259,290137.7618
ENSG00000129292.19,PHF20L1,97431.7849,110568.7523,121520.7841
ENSG00000129295.7,LRRC6,197735.711,96890.6445,253743.2538
ENSG00000129315.8,CCNT1,272916.738,268915.3016,285830.7235
ENSG00000129317.13,PUS7L,84470.4889,82542.2296,98238.0847
ENSG00000129347.18,KRI1,123931.9003,74219.9146,95640.7972
ENSG00000129351.16,ILF3,318702.2852,399999.4394,280799.3656
ENSG00000129353.13,SLC44A2,636676.5875,589050.9206,501797.2134
ENSG00000129354.10,AP1M2,63505.2126,10734.9063,40122.3259
ENSG00000129355.6,CDKN2D,52643.6336,33998.1554,42066.9656
ENSG00000129422.12,MTUS1,239684.5189,180726.7958,204184.2988
ENSG00000129437.8,KLK14,0,2563.3178,901.6985
ENSG00000129450.7,SIGLEC9,122635.0643,84481.2605,66062.823
ENSG00000129451.10,KLK10,738.688,0,0
ENSG00000129455.14,KLK8,0,0,0
ENSG00000129460.14,NGDN,117418.0576,89496.8033,122044.4294
ENSG00000129465.14,RIPK3,43007.1584,57665.8331,23912.0422
ENSG00000129467.12,ADCY4,96600.957,114460.2899,35690.6402
ENSG00000129472.11,RAB2B,159889.8116,151753.8099,144456.8484
ENSG00000129473.8,BCL2L2,183855.8589,215458.3341,177629.2267
ENSG00000129474.14,AJUBA,221066.8891,126805.4749,202494.0547
ENSG00000129480.11,DTD2,59969.6789,44398.2862,45024.8329
ENSG00000129484.12,PARP2,76018.171,57009.6647,73991.6721
ENSG00000129493.13,HEATR5A,46403.3506,59690.3446,54380.7043
ENSG00000129514.5,FOXA1,285.903,298.4315,6954.8763
ENSG00000129515.17,SNX6,346670.4985,337255.1915,345980.074
ENSG00000129518.7,EAPP,346306.7507,186741.3632,294472.5267
ENSG00000129521.12,EGLN3,1623772.016,1928673.399,2246776.742
ENSG00000129534.12,MIS18BP1,127508.1827,185478.3125,151743.9582
ENSG00000129535.11,NRL,9142.8358,10116.0888,6546.366
ENSG00000129538.12,RNASE1,2858638.025,1295668.978,1255678.353
ENSG00000129559.11,NEDD8,194733.7293,137860.1078,247459.5239
ENSG00000129562.9,DAD1,1609069.403,995687.8041,1540441.438
ENSG00000129566.11,TEP1,172558.7906,242853.0906,177591.545
ENSG00000129595.11,EPB41L4A,372435.6866,263024.7808,257979.2347
ENSG00000129596.4,CDO1,3900.637,4071.5651,7399.9831
ENSG00000129625.11,REEP5,748077.0725,643059.7169,878302.3194
ENSG00000129636.11,ITFG1,237876.3728,264817.9119,337259.9062
ENSG00000129646.12,QRICH2,15855.4901,22103.3433,17810.4047
ENSG00000129654.7,FOXJ1,1077.6845,2699.7822,1384.983
ENSG00000129657.13,SEC14L1,418451.8044,594122.3019,365003.4464
ENSG00000129667.11,RHBDF2,102106.7785,154551.2556,77731.1265
ENSG00000129673.8,AANAT,4158.7796,5154.9608,4772.0027
ENSG00000129675.14,ARHGEF6,303638.0967,284528.9923,200356.2475
ENSG00000129680.14,MAP7D3,127588.0864,63983.1253,179896.1272
ENSG00000129682.12,FGF13,7589.0369,10456.5024,2001.2706
ENSG00000129691.14,ASH2L,132821.0237,104257.4647,97522.0513
ENSG00000129696.11,TTI2,67412.7142,44190.3359,61882.3178
ENSG00000129744.2,ART1,7372.4787,0,712.3849
ENSG00000129749.3,CHRNA10,7791.9421,7473.9253,6572.7584
ENSG00000129757.11,CDKN1C,136475.0326,65713.3181,258842.3926
ENSG00000129810.13,SGOL1,6691.61,11796.6188,5733.1349
ENSG00000129816.5,TTTY1B,0,0,0
ENSG00000129824.14,RPS4Y1,2584442.738,1240589.476,1729531.083
ENSG00000129845.5,TTTY1,0,0,0
ENSG00000129862.6,VCY1B,0,0,950.0623
ENSG00000129864.6,VCY,1034.969,1080.3219,0
ENSG00000129873.6,CDY2B,0,0,0
ENSG00000129910.6,CDH15,1598.969,1412.2618,2032.3287
ENSG00000129911.7,KLF16,30821.4123,96918.2217,21750.1583
ENSG00000129925.9,TMEM8A,123651.6838,156995.2892,99172.2379
ENSG00000129932.6,DOHH,64149.0012,50282.2652,36557.6986
ENSG00000129933.19,MAU2,109045.5241,144319.1848,123401.5482
ENSG00000129946.9,SHC2,62878.3118,51613.6268,137152.9764
ENSG00000129951.17,LPPR3,830.6938,1300.643,762.5455
ENSG00000129965.12,INS-IGF2,0,0,0
ENSG00000129968.14,ABHD17A,156425.4766,127759.1995,86564.1594
ENSG00000129988.5,LBP,288535.2172,1817.9818,11724.3798
ENSG00000129990.13,SYT5,638.7503,222.2469,0
ENSG00000129991.11,TNNI3,0,1168.4898,256.8998
ENSG00000129993.13,CBFA2T3,4289.2638,5671.1475,1399.9579
ENSG00000130005.10,GAMT,469951.9377,119312.6636,219446.4149
ENSG00000130021.12,HDHD1,73849.3516,83837.4836,89398.2279
ENSG00000130023.14,ERMARD,179031.8668,151374.6792,163975.7103
ENSG00000130024.13,PHF10,248100.8125,323071.7,287894.2996
ENSG00000130032.14,PRRG3,3935.6144,5415.1901,7143.382
ENSG00000130035.5,GALNT8,3029.1502,2839.2475,1475.4443
ENSG00000130037.4,KCNA5,14230.824,9549.2743,8397.8725
ENSG00000130038.8,CRACR2A,15023.0742,39084.3248,27162.0585
ENSG00000130045.14,NXNL2,64802.114,53529.4653,23537.5807
ENSG00000130052.12,STARD8,290556.6577,222041.3392,134065.1132
ENSG00000130054.4,FAM155B,425.5417,444.1892,1041.6831
ENSG00000130055.12,GDPD2,2805.1662,6531.8934,4357.7538
ENSG00000130066.15,SAT1,6501743.304,4600471.821,3245025.805
ENSG00000130119.14,GNL3L,247129.3339,319005.8401,204250.5611
ENSG00000130147.14,SH3BP4,210957.1436,211533.3694,202739.4936
ENSG00000130150.10,MOSPD2,133552.3579,125012.5013,104857.9244
ENSG00000130158.12,DOCK6,103501.0631,172304.1814,82781.87
ENSG00000130159.12,ECSIT,251951.6344,202822.4664,187847.7705
ENSG00000130164.10,LDLR,122357.7971,65976.9039,21191.1419
ENSG00000130165.9,ELOF1,101487.9754,69342.0155,103555.2022
ENSG00000130167.12,TSPAN16,3281.9325,3045.1099,5021.1495
ENSG00000130173.12,C19orf80,59576.3031,43725.2133,10254.148
ENSG00000130175.8,PRKCSH,506756.1705,583710.5311,573412.0978
ENSG00000130176.6,CNN1,291024.54,82324.4981,271674.3925
ENSG00000130177.13,CDC16,351666.606,410790.9622,619379.2779
ENSG00000130182.6,ZSCAN10,514.5221,0,157.4373
ENSG00000130193.7,THEM6,203470.5043,184963.1387,199093.2619
ENSG00000130201.6,EXOC3L2,617411.5162,309316.5242,231126.7619
ENSG00000130202.8,PVRL2,275881.2524,375503.4132,231214.7998
ENSG00000130203.8,APOE,5744030.799,2298334.379,1681363.192
ENSG00000130204.11,TOMM40,151848.0164,146322.2744,134179.8582
ENSG00000130208.8,APOC1,1246671.045,987559.9306,817972.0385
ENSG00000130222.9,GADD45G,58990.1024,30113.3611,16996.1986
ENSG00000130224.13,LRCH2,18593.3265,30257.3429,18022.0794
ENSG00000130226.15,DPP6,796.7752,43.7732,76.9905
ENSG00000130227.15,XPO7,270321.803,294465.5189,289817.8324
ENSG00000130234.9,ACE2,579527.2887,356718.1206,724440.6897
ENSG00000130244.11,FAM98C,85793.4842,48847.0923,61822.2389
ENSG00000130254.10,SAFB2,248021.625,243610.6866,188622.9538
ENSG00000130255.11,RPL36,4051525.605,998750.9729,1491936.597
ENSG00000130270.15,ATP8B3,82860.971,15841.3332,9833.8361
ENSG00000130283.8,GDF1,0,0,0
ENSG00000130287.12,NCAN,82.4378,172.1005,151.3495
ENSG00000130294.13,KIF1A,368.525,0,169.146
ENSG00000130299.15,GTPBP3,44212.2686,36972.1828,38971.0041
ENSG00000130300.7,PLVAP,3751504.501,3706066.664,2248597.673
ENSG00000130303.11,BST2,2631494.276,1540931.047,2226024.099
ENSG00000130304.15,SLC27A1,55343.0516,67996.5025,67082.533
ENSG00000130305.15,NSUN5,76531.3204,65613.5775,87701.2738
ENSG00000130307.10,USHBP1,62478.1296,72449.416,32210.3264
ENSG00000130309.9,COLGALT1,564469.9889,494137.0488,566576.4673
ENSG00000130311.9,DDA1,81619.7824,84808.5628,73559.5488
ENSG00000130312.5,MRPL34,241400.6912,129689.8931,131718.3119
ENSG00000130313.5,PGLS,240129.534,154857.5279,138755.1543
ENSG00000130332.13,LSM7,199801.4389,152918.3612,183102.4166
ENSG00000130338.11,TULP4,134975.6295,196898.2361,170945.4877
ENSG00000130340.13,SNX9,439605.6512,461555.1069,404216.1522
ENSG00000130347.11,RTN4IP1,103234.7514,85183.4394,55588.7544
ENSG00000130348.10,QRSL1,119003.406,90875.4212,90075.5976
ENSG00000130349.8,C6orf203,107080.6597,77044.5703,103428.9388
ENSG00000130363.10,RSPH3,185666.5952,120537.9779,130295.0923
ENSG00000130368.5,MAS1,578.43,422.644,106.1954
ENSG00000130377.12,ACSBG2,4293.6051,3102.7523,3031.8207
ENSG00000130382.8,MLLT1,94872.1598,113946.6143,82018.0407
ENSG00000130383.7,FUT5,0,0,0
ENSG00000130385.5,BMP15,0,0,886.4025
ENSG00000130396.19,MLLT4,484553.3326,517999.4076,456036.8516
ENSG00000130402.10,ACTN4,1062201.023,1351270.504,959893.2652
ENSG00000130413.14,STK33,34233.381,14621.807,70482.6488
ENSG00000130414.10,NDUFA10,236019.0453,217767.1117,231975.1372
ENSG00000130427.2,EPO,103574.7188,8488.2438,3928.8293
ENSG00000130429.11,ARPC1B,484398.7931,432454.5814,289173.2871
ENSG00000130433.6,CACNG6,307.1953,641.3136,0
ENSG00000130449.5,ZSWIM6,225064.84,186213.6447,136214.1745
ENSG00000130475.13,FCHO1,23892.9886,27340.0757,10645.2367
ENSG00000130477.13,UNC13A,7972.3082,583.0462,1445.0101
ENSG00000130479.9,MAP1S,66749.341,92427.5434,47898.9767
ENSG00000130487.5,KLHDC7B,1903.1527,13707.1941,1747.022
ENSG00000130489.11,SCO2,200758.1338,233130.4574,120171.369
ENSG00000130508.9,PXDN,115292.8085,228180.4611,286031.474
ENSG00000130511.14,SSBP4,166329.3346,133460.0805,94878.4524
ENSG00000130513.6,GDF15,786616.1249,210965.5989,298698.3275
ENSG00000130517.12,PGPEP1,328217.3017,281364.9638,419486.6379
ENSG00000130518.15,KIAA1683,20520.7424,13825.6188,11074.028
ENSG00000130520.9,LSM4,213673.7781,196751.2697,181308.5309
ENSG00000130522.5,JUND,1924025.733,542190.5583,527021.9718
ENSG00000130528.10,HRC,55121.2548,31202.5945,17125.8911
ENSG00000130529.14,TRPM4,34822.8521,68738.8367,35051.8914
ENSG00000130538.4,OR11H1,0,0,0
ENSG00000130540.12,SULT4A1,19580.4949,208.5564,18707.7914
ENSG00000130544.10,ZNF557,117478.7861,102880.1099,116437.1028
ENSG00000130545.14,CRB3,207741.4252,173177.235,263892.9461
ENSG00000130558.17,OLFM1,14452.1221,20082.4682,13266.5006
ENSG00000130559.17,CAMSAP1,165263.3063,215201.8298,181574.9221
ENSG00000130560.7,UBAC1,206177.3623,194069.9174,162075.0873
ENSG00000130561.15,SAG,95.7901,199.9755,131.8976
ENSG00000130584.9,ZBTB46,92626.6649,88774.9757,45090.4837
ENSG00000130589.15,HELZ2,64537.6005,130939.567,38456.0294
ENSG00000130590.12,SAMD10,33648.0958,34638.1249,25562.2156
ENSG00000130592.12,LSP1,167954.8255,169481.8818,146917.4022
ENSG00000130595.15,TNNT3,887.0011,4166.4149,6920.984
ENSG00000130598.14,TNNI2,11574.0528,7138.9111,9175.7408
ENSG00000130600.14,H19,199886.4053,186561.0819,274492.3498
ENSG00000130612.13,CYP2G1P,906.7829,1893.0372,624.2943
ENSG00000130635.14,COL5A1,78142.9819,90116.9433,110680.6927
ENSG00000130638.14,ATXN10,250560.7609,279489.3294,259012.1919
ENSG00000130640.12,TUBGCP2,210032.6884,181256.0411,247519.8163
ENSG00000130643.7,CALY,567.3418,0,347.1989
ENSG00000130649.8,CYP2E1,4141.5972,5434.7346,5485.4967
ENSG00000130653.14,PNPLA7,23337.6383,41930.699,31741.7583
ENSG00000130656.4,HBZ,3769.7547,0,0
ENSG00000130669.16,PAK4,48802.8257,49187.6727,42081.8199
ENSG00000130675.13,MNX1,677.3357,1555.4373,870.476
ENSG00000130684.12,ZNF337,66408.0302,63101.2002,83922.5882
ENSG00000130695.12,CEP85,75379.7979,78135.0511,48861.1003
ENSG00000130699.15,TAF4,25478.5144,40589.1755,22429.3369
ENSG00000130700.6,GATA5,3729.0791,457.9399,805.4478
ENSG00000130701.3,RBBP8NL,0,0,1870.8711
ENSG00000130702.12,LAMA5,203300.3303,535553.4792,185232.5743
ENSG00000130703.14,OSBPL2,93230.9967,102987.3157,120804.0505
ENSG00000130706.11,ADRM1,367264.2151,343135.8679,257607.9419
ENSG00000130707.16,ASS1,792820.1994,316764.5598,341960.1461
ENSG00000130711.3,PRDM12,0,239.9746,0
ENSG00000130713.14,EXOSC2,158418.6064,156532.0239,170316.6016
ENSG00000130714.14,POMT1,97765.0804,90688.6372,120233.7021
ENSG00000130717.11,UCK1,178944.1406,190322.3411,208974.8375
ENSG00000130720.11,FIBCD1,6092.0259,15354.6148,409.189
ENSG00000130723.16,PRRC2B,239862.257,452895.0701,228983.3423
ENSG00000130724.7,CHMP2A,648374.7884,431190.0259,595919.8024
ENSG00000130725.6,UBE2M,337000.834,167771.4596,265690.5654
ENSG00000130726.10,TRIM28,509967.2564,569284.6691,594813.4521
ENSG00000130731.14,C16orf13,522574.5194,444171.7074,562224.0544
ENSG00000130733.9,YIPF2,214310.1051,143470.8719,207934.6147
ENSG00000130734.8,ATG4D,77463.6599,88683.144,111021.3332
ENSG00000130741.9,EIF2S3,1422426.598,832395.5193,1037543.607
ENSG00000130748.6,TMEM160,74695.7276,38536.3707,31525.4474
ENSG00000130749.8,ZC3H4,87810.0058,140091.2704,81168.8149
ENSG00000130751.8,NPAS1,1322.7722,3912.0876,2226.1337
ENSG00000130755.11,GMFG,495882.1344,351322.1437,324742.7878
ENSG00000130758.6,MAP3K10,43883.0489,36306.4829,41885.1403
ENSG00000130762.13,ARHGEF16,159729.0398,134792.6399,240367.6526
ENSG00000130764.8,LRRC47,183778.0455,172095.5715,225282.1668
ENSG00000130766.4,SESN2,128749.1864,138176.711,110015.1838
ENSG00000130768.13,SMPDL3B,21532.7823,12017.0642,31312.9163
ENSG00000130770.16,ATPIF1,645471.7998,335943.7067,444799.9765
ENSG00000130772.12,MED18,104035.147,94173.6804,128627.8072
ENSG00000130775.14,THEMIS2,334690.7484,440135.9214,213943.9254
ENSG00000130779.18,CLIP1,171611.8758,170051.4118,195954.3681
ENSG00000130783.12,CCDC62,3050.1431,3714.4358,3383.2316
ENSG00000130787.12,HIP1R,185950.5018,261447.9481,244418.321
ENSG00000130803.13,ZNF317,175209.118,189925.502,201379.4544
ENSG00000130810.18,PPAN,38125.1652,26913.9437,32165.2932
ENSG00000130811.9,EIF3G,538856.9919,374869.9102,389649.6675
ENSG00000130812.9,ANGPTL6,4958.9299,4631.3664,4072.9404
ENSG00000130813.16,C19orf66,130342.677,99097.9486,100029.0247
ENSG00000130816.13,DNMT1,120168.8198,162616.2424,81025.8869
ENSG00000130818.9,ZNF426,148074.6822,112251.8648,155642.6041
ENSG00000130821.14,SLC6A8,684466.9133,1485334.59,489840.2578
ENSG00000130822.14,PNCK,282771.5876,565932.9379,47932.3343
ENSG00000130826.14,DKC1,149655.5839,147590.0204,160999.74
ENSG00000130827.6,PLXNA3,31791.4906,70377.7616,75323.4743
ENSG00000130829.16,DUSP9,12508.3611,1712.3258,1129.3969
ENSG00000130830.13,MPP1,246112.026,205032.9308,210621.2164
ENSG00000130844.15,ZNF331,301484.2779,127477.4293,140775.931
ENSG00000130856.14,ZNF236,127694.2032,109628.5159,114416.169
ENSG00000130876.10,SLC7A10,1097.8456,381.9846,167.9634
ENSG00000130881.12,LRP3,43795.7448,17143.0871,74354.7323
ENSG00000130921.6,C12orf65,63105.3745,51121.0169,64340.259
ENSG00000130935.8,NOL11,216194.9917,197554.7338,234713.5783
ENSG00000130939.17,UBE4B,178165.9249,165468.6786,155420.7494
ENSG00000130940.13,CASZ1,7180.691,21437.7575,7697.8852
ENSG00000130943.6,PKDREJ,7399.3625,3784.5673,9916.8083
ENSG00000130948.8,HSD17B3,35715.4921,28032.6728,25160.9411
ENSG00000130950.12,NUTM2F,7779.443,232.0098,204.0353
ENSG00000130956.12,HABP4,73820.645,144149.4654,136559.7507
ENSG00000130957.4,FBP2,1308.5815,0,1201.2283
ENSG00000130958.10,SLC35D2,296889.9997,329858.6247,282021.4582
ENSG00000130962.16,PRRG1,52317.8512,52110.6746,86328.0763
ENSG00000130985.15,UBA1,386091.5174,545623.8356,391028.0692
ENSG00000130988.11,RGN,111983.5739,50518.7899,125103.3718
ENSG00000130997.15,POLN,14597.6073,13621.2072,13535.4045
ENSG00000131002.10,TXLNGY,105020.654,160125.418,153724.3802
ENSG00000131007.8,TTTY9B,0,0,0
ENSG00000131013.3,PPIL4,438434.1533,367599.3405,290691.7902
ENSG00000131015.4,ULBP2,33335.3623,11892.3504,10845.7822
ENSG00000131016.15,AKAP12,734252.5578,598323.5927,1028569.388
ENSG00000131018.21,SYNE1,471448.5629,580155.9101,235891.3813
ENSG00000131019.9,ULBP3,14979.8147,12027.8758,8990.9746
ENSG00000131023.11,LATS1,172554.7092,225557.6709,135485.2883
ENSG00000131037.13,EPS8L1,7460.4582,6007.4071,6946.2525
ENSG00000131042.12,LILRB2,96847.7874,105172.2363,63551.4679
ENSG00000131043.10,AAR2,199717.981,217666.9286,231525.9969
ENSG00000131044.15,TTLL9,3554.7037,4312.1711,3615.8491
ENSG00000131050.9,BPIFA2,0,0,0
ENSG00000131051.19,RBM39,1053756.811,927112.8543,999872.4824
ENSG00000131055.4,COX4I2,238207.1544,74593.6575,102546.4121
ENSG00000131059.10,BPIFA3,0,0,0
ENSG00000131061.12,ZNF341,9492.4316,19490.1401,11586.3385
ENSG00000131067.15,GGT7,147586.0233,161665.8433,183926.433
ENSG00000131068.3,DEFB118,0,0,0
ENSG00000131069.18,ACSS2,172831.1768,150944.1457,161563.5274
ENSG00000131080.13,EDA2R,287876.9642,139952.8543,256084.1428
ENSG00000131089.12,ARHGEF9,107532.8757,111282.9262,107454.0899
ENSG00000131094.3,C1QL1,37802.3432,917.648,27034.5927
ENSG00000131095.10,GFAP,17958.0559,1269.1919,3090.9028
ENSG00000131096.9,PYY,0,2515.5676,2654.7043
ENSG00000131097.5,HIGD1B,155365.5578,31744.6515,24275.693
ENSG00000131100.11,ATP6V1E1,685312.5314,509453.1869,666833.1445
ENSG00000131115.14,ZNF227,129029.1319,83927.95,92466.6126
ENSG00000131116.10,ZNF428,154384.3132,94251.0485,105492.2252
ENSG00000131126.17,TEX101,0,372.0583,0
ENSG00000131127.12,ZNF141,189182.7503,170163.8704,197587.8274
ENSG00000131142.12,CCL25,0,0,0
ENSG00000131143.7,COX4I1,656423.4827,478491.0878,592648.9719
ENSG00000131148.7,EMC8,70499.3816,86592.3303,71213.3279
ENSG00000131149.16,GSE1,106426.923,144557.9706,95179.0074
ENSG00000131152.4,RP11-178L8.4,0,0,0
ENSG00000131153.7,GINS2,44122.5302,19296.1914,23533.2539
ENSG00000131165.13,CHMP1A,277696.2532,387474.5697,346944.5263
ENSG00000131171.11,SH3BGRL,778495.2485,800230.6562,889941.2149
ENSG00000131174.4,COX7B,413936.2685,244037.0087,386544.0508
ENSG00000131183.9,SLC34A1,7164.1154,44999.4995,6691.7617
ENSG00000131187.8,F12,16445.8782,10729.0911,5849.9686
ENSG00000131188.10,PRR7,31160.0434,10730.0599,22411.1773
ENSG00000131196.16,NFATC1,33270.1222,48029.5312,21032.7543
ENSG00000131203.11,IDO1,320662.6633,1174324.19,121780.4543
ENSG00000131233.9,GJA9,1106.9187,866.5684,1778.1916
ENSG00000131236.15,CAP1,2087685.009,1485286.874,1921758.916
ENSG00000131238.15,PPT1,1283615.156,1022466.219,1129628.73
ENSG00000131242.14,RAB11FIP4,22017.3965,26149.5074,40490.2084
ENSG00000131263.11,RLIM,369366.2246,370802.2284,404856.5007
ENSG00000131264.3,CDX4,0,0,344.9071
ENSG00000131269.14,ABCB7,340773.1314,246273.3895,300501.2019
ENSG00000131323.13,TRAF3,90933.9835,126630.2567,78794.3516
ENSG00000131351.13,HAUS8,19238.4897,17396.8344,12277.1476
ENSG00000131355.13,EMR3,17456.2099,4817.0858,19892.0351
ENSG00000131368.6,MRPS25,135355.4128,109607.6213,134055.3328
ENSG00000131370.14,SH3BP5,189151.226,143151.0986,144736.5962
ENSG00000131373.13,HACL1,123535.6634,106387.8411,109809.1702
ENSG00000131374.13,TBC1D5,196445.734,254248.0971,217796.0392
ENSG00000131375.8,CAPN7,219131.3015,252615.4723,255199.8486
ENSG00000131378.12,RFTN1,384613.6427,460810.6884,287525.1502
ENSG00000131379.8,C3orf20,12551.815,2552.307,4189.8511
ENSG00000131381.11,RBSN,129067.3392,114244.6244,111420.328
ENSG00000131386.16,GALNT15,94320.8688,217833.5356,228096.9375
ENSG00000131389.15,SLC6A6,249168.7278,203937.924,213913.6625
ENSG00000131398.12,KCNC3,14056.2544,15334.8231,15566.9767
ENSG00000131400.6,NAPSA,92991.1424,180692.2155,106666.4527
ENSG00000131401.10,NAPSB,244041.9107,169720.5506,87316.4351
ENSG00000131408.12,NR1H2,435608.0621,321549.059,337774.6312
ENSG00000131409.11,LRRC4B,21157.0084,33506.9412,13059.1717
ENSG00000131435.11,PDLIM4,43691.1262,84137.855,36832.7743
ENSG00000131437.14,KIF3A,106793.4137,86008.4293,180068.6683
ENSG00000131446.14,MGAT1,617476.357,506434.5689,416626.1033
ENSG00000131459.11,GFPT2,46800.9525,13176.3115,16944.1036
ENSG00000131462.6,TUBG1,61857.75,115582.349,113999.6007
ENSG00000131467.9,PSME3,127392.3915,190524.1675,129720.7606
ENSG00000131469.11,RPL27,2910505.537,1342324.001,1972528.263
